id_entrada,id_camara,cars,trucks,buses,bikes,total,nivel_ocupacion,anio,mes,dia,hora,minuto,segundo,carretera_numero,carretera_letra_A,carretera_letra_M,carretera_letra_N,franja_horaria_mañana,franja_horaria_noche,franja_horaria_tarde
1,1004,22,0,0,0,22,1,2025,10,27,8,27,13,40,0,1,0,1,0,0
2,1004,24,1,0,0,25,1,2025,10,27,8,44,57,40,0,1,0,1,0,0
3,1004,17,2,0,0,19,2,2025,10,27,9,2,37,40,0,1,0,1,0,0
4,1004,14,1,0,0,15,1,2025,10,27,9,20,18,40,0,1,0,1,0,0
5,1004,8,0,1,0,9,1,2025,10,27,9,38,0,40,0,1,0,1,0,0
6,1004,12,2,0,0,14,1,2025,10,27,9,55,42,40,0,1,0,1,0,0
7,1004,6,0,0,0,6,0,2025,10,27,10,13,28,40,0,1,0,1,0,0
8,1004,4,0,0,0,4,0,2025,10,27,10,31,15,40,0,1,0,1,0,0
9,1004,2,0,0,0,2,0,2025,10,27,12,40,17,40,0,1,0,0,0,1
10,1004,17,1,0,0,18,1,2025,10,27,12,58,0,40,0,1,0,0,0,1
11,1004,10,3,0,0,13,1,2025,10,27,13,15,47,40,0,1,0,0,0,1
12,1004,17,2,0,0,19,1,2025,10,27,13,20,53,40,0,1,0,0,0,1
13,1004,25,1,0,0,26,1,2025,10,27,13,57,17,40,0,1,0,0,0,1
14,1004,25,2,0,0,27,1,2025,10,27,14,55,36,40,0,1,0,0,0,1
15,1004,24,1,0,0,25,1,2025,10,27,15,13,21,40,0,1,0,0,0,1
16,1004,21,1,0,0,22,1,2025,10,27,15,31,8,40,0,1,0,0,0,1
17,1004,24,1,0,0,25,1,2025,10,27,15,48,55,40,0,1,0,0,0,1
18,1004,21,0,0,0,21,1,2025,10,27,18,2,59,40,0,1,0,0,1,0
19,1004,17,0,0,0,17,1,2025,10,27,18,20,35,40,0,1,0,0,1,0
20,1004,20,0,2,0,22,1,2025,10,27,18,38,12,40,0,1,0,0,1,0
21,1004,17,1,0,0,18,1,2025,10,28,7,56,26,40,0,1,0,1,0,0
22,1004,22,0,1,0,23,1,2025,10,28,8,14,2,40,0,1,0,1,0,0
23,1004,19,0,0,0,19,1,2025,10,28,8,31,39,40,0,1,0,1,0,0
24,1004,21,0,0,0,21,1,2025,10,28,8,49,15,40,0,1,0,1,0,0
25,1004,18,1,0,0,19,2,2025,10,28,9,6,51,40,0,1,0,1,0,0
26,1004,15,0,0,0,15,1,2025,10,28,9,24,27,40,0,1,0,1,0,0
27,1004,12,4,0,0,16,2,2025,10,28,9,42,5,40,0,1,0,1,0,0
28,1004,20,3,0,0,23,1,2025,10,28,13,27,53,40,0,1,0,0,0,1
29,1004,13,0,0,0,13,0,2025,10,28,14,45,45,40,0,1,0,0,0,1
30,1004,22,0,0,0,22,1,2025,10,28,15,3,27,40,0,1,0,0,0,1
31,1004,20,0,0,0,20,1,2025,10,28,15,21,13,40,0,1,0,0,0,1
32,1004,19,0,0,0,19,1,2025,10,28,15,39,1,40,0,1,0,0,0,1
33,1004,13,1,0,0,14,1,2025,10,28,15,56,46,40,0,1,0,0,0,1
34,1004,18,2,0,0,20,1,2025,10,28,17,49,6,40,0,1,0,0,0,1
35,1004,22,0,0,0,22,1,2025,10,28,18,6,43,40,0,1,0,0,1,0
36,1004,22,0,0,0,22,1,2025,10,28,18,24,22,40,0,1,0,0,1,0
37,1004,23,0,0,0,23,1,2025,10,28,18,42,2,40,0,1,0,0,1,0
38,1004,15,0,0,0,15,1,2025,10,28,18,59,40,40,0,1,0,0,1,0
39,1004,24,0,0,0,24,1,2025,10,28,19,17,18,40,0,1,0,0,1,0
40,1004,10,0,0,0,10,0,2025,10,28,19,34,55,40,0,1,0,0,1,0
41,1004,9,1,0,0,10,0,2025,10,28,19,52,34,40,0,1,0,0,1,0
42,1004,20,3,0,0,23,1,2025,10,29,8,23,45,40,0,1,0,1,0,0
43,1004,23,0,0,0,23,1,2025,10,29,8,41,21,40,0,1,0,1,0,0
44,1004,20,1,0,0,21,2,2025,10,29,8,58,58,40,0,1,0,1,0,0
45,1004,16,2,0,0,18,1,2025,10,29,9,16,33,40,0,1,0,1,0,0
46,1004,17,3,0,0,20,1,2025,10,29,9,34,9,40,0,1,0,1,0,0
47,1004,16,3,0,0,19,1,2025,10,29,9,51,46,40,0,1,0,1,0,0
48,1004,17,2,0,0,19,1,2025,10,29,10,9,23,40,0,1,0,1,0,0
49,1004,15,3,0,0,18,1,2025,10,29,10,27,2,40,0,1,0,1,0,0
50,1004,15,1,0,0,16,1,2025,10,29,10,44,41,40,0,1,0,1,0,0
51,1004,23,1,0,0,24,1,2025,10,29,12,33,32,40,0,1,0,0,0,1
52,1004,17,1,1,0,19,1,2025,10,29,12,51,13,40,0,1,0,0,0,1
53,1004,15,1,0,0,16,1,2025,10,29,13,8,58,40,0,1,0,0,0,1
54,1004,12,7,0,0,19,1,2025,10,29,13,26,45,40,0,1,0,0,0,1
55,1004,13,1,0,0,14,1,2025,10,29,13,44,29,40,0,1,0,0,0,1
56,1004,23,2,0,0,25,1,2025,10,29,14,44,11,40,0,1,0,0,0,1
57,1004,29,1,0,0,30,1,2025,10,29,15,1,53,40,0,1,0,0,0,1
58,1004,20,3,0,0,23,1,2025,10,29,15,19,39,40,0,1,0,0,0,1
59,1004,24,2,0,0,26,1,2025,10,29,15,37,19,40,0,1,0,0,0,1
60,1004,19,5,0,0,24,1,2025,10,29,15,54,59,40,0,1,0,0,0,1
61,1004,19,0,0,0,19,1,2025,10,30,8,20,36,40,0,1,0,1,0,0
62,1004,16,0,0,0,16,1,2025,10,30,8,38,19,40,0,1,0,1,0,0
63,1004,16,1,0,0,17,0,2025,10,30,8,56,1,40,0,1,0,1,0,0
64,1004,16,0,0,0,16,1,2025,10,30,9,13,53,40,0,1,0,1,0,0
65,1004,13,0,0,0,13,1,2025,10,30,9,31,58,40,0,1,0,1,0,0
66,1004,14,3,0,0,17,1,2025,10,30,9,49,53,40,0,1,0,1,0,0
67,1004,11,0,1,0,12,1,2025,10,30,10,7,43,40,0,1,0,1,0,0
68,1004,14,1,1,0,16,1,2025,10,30,10,25,33,40,0,1,0,1,0,0
69,1004,6,3,0,0,9,1,2025,10,30,10,43,15,40,0,1,0,1,0,0
70,1004,7,0,0,0,7,0,2025,10,30,12,29,48,40,0,1,0,0,0,1
71,1004,10,2,0,0,12,1,2025,10,30,12,47,19,40,0,1,0,0,0,1
72,1004,10,0,0,0,10,0,2025,10,30,13,5,4,40,0,1,0,0,0,1
73,1004,7,2,0,0,9,0,2025,10,30,13,22,49,40,0,1,0,0,0,1
74,1004,9,0,0,0,9,0,2025,10,30,13,40,35,40,0,1,0,0,0,1
75,1004,13,0,0,0,13,0,2025,10,30,13,58,21,40,0,1,0,0,0,1
76,1004,25,1,0,0,26,2,2025,10,30,14,57,23,40,0,1,0,0,0,1
77,1004,28,3,0,0,31,2,2025,10,30,15,15,16,40,0,1,0,0,0,1
78,1004,29,1,0,0,30,1,2025,10,30,15,33,1,40,0,1,0,0,0,1
79,1004,25,3,0,0,28,1,2025,10,30,15,57,45,40,0,1,0,0,0,1
80,1004,32,1,0,0,33,2,2025,10,30,16,15,33,40,0,1,0,0,0,1
81,1004,5,1,1,0,7,1,2025,10,30,22,45,48,40,0,1,0,0,1,0
82,1004,12,0,0,0,12,0,2025,10,31,8,25,17,40,0,1,0,1,0,0
83,1004,11,1,0,0,12,0,2025,10,31,8,43,3,40,0,1,0,1,0,0
84,1004,17,0,0,0,17,1,2025,10,31,9,0,50,40,0,1,0,1,0,0
85,1004,15,0,0,0,15,0,2025,10,31,9,18,35,40,0,1,0,1,0,0
86,1004,14,1,0,0,15,1,2025,10,31,9,44,13,40,0,1,0,1,0,0
87,1004,12,2,0,0,14,1,2025,10,31,10,1,54,40,0,1,0,1,0,0
88,1004,15,0,0,0,15,0,2025,10,31,10,19,38,40,0,1,0,1,0,0
89,1004,13,0,0,0,13,0,2025,10,31,10,37,19,40,0,1,0,1,0,0
90,1004,18,4,0,0,22,1,2025,10,31,15,3,40,40,0,1,0,0,0,1
91,1004,19,2,0,0,21,1,2025,10,31,15,21,33,40,0,1,0,0,0,1
92,1004,22,0,0,0,22,1,2025,10,31,15,39,26,40,0,1,0,0,0,1
93,1004,23,1,1,0,25,1,2025,10,31,15,57,15,40,0,1,0,0,0,1
94,1004,5,2,0,0,7,0,2025,11,1,8,54,53,40,0,1,0,1,0,0
95,1004,6,0,0,0,6,0,2025,11,1,9,12,38,40,0,1,0,1,0,0
96,1004,8,1,0,0,9,0,2025,11,1,9,30,33,40,0,1,0,1,0,0
97,1004,3,0,0,0,3,0,2025,11,1,9,48,20,40,0,1,0,1,0,0
98,1004,7,0,0,0,7,0,2025,11,1,10,6,10,40,0,1,0,1,0,0
99,1004,9,0,0,0,9,0,2025,11,1,10,23,54,40,0,1,0,1,0,0
100,1004,9,0,0,0,9,0,2025,11,1,10,41,40,40,0,1,0,1,0,0
101,1004,15,0,0,0,15,1,2025,11,1,10,59,36,40,0,1,0,1,0,0
102,1004,10,1,0,0,11,0,2025,11,1,11,17,21,40,0,1,0,1,0,0
103,1004,12,0,0,0,12,1,2025,11,1,11,35,3,40,0,1,0,1,0,0
104,1004,12,1,0,0,13,0,2025,11,1,11,52,47,40,0,1,0,1,0,0
105,1004,14,0,0,0,14,1,2025,11,1,12,10,41,40,0,1,0,0,0,1
106,1004,12,0,0,0,12,0,2025,11,1,12,28,27,40,0,1,0,0,0,1
107,1004,14,0,0,0,14,1,2025,11,1,12,46,20,40,0,1,0,0,0,1
108,1004,12,0,0,0,12,0,2025,11,1,13,4,15,40,0,1,0,0,0,1
109,1004,13,0,0,0,13,1,2025,11,1,13,22,3,40,0,1,0,0,0,1
110,1004,10,0,0,0,10,1,2025,11,1,13,39,48,40,0,1,0,0,0,1
111,1004,9,0,0,0,9,0,2025,11,1,13,57,39,40,0,1,0,0,0,1
112,1004,11,1,0,0,12,1,2025,11,1,14,15,30,40,0,1,0,0,0,1
113,1004,14,0,0,0,14,1,2025,11,1,14,33,34,40,0,1,0,0,0,1
114,1004,10,0,0,0,10,0,2025,11,1,14,51,37,40,0,1,0,0,0,1
115,1004,2,0,0,0,2,0,2025,11,1,15,9,34,40,0,1,0,0,0,1
116,1004,9,0,0,0,9,0,2025,11,1,15,27,21,40,0,1,0,0,0,1
117,1004,4,0,0,0,4,0,2025,11,1,15,45,12,40,0,1,0,0,0,1
118,1004,7,0,0,0,7,0,2025,11,1,16,3,9,40,0,1,0,0,0,1
119,1004,15,1,0,0,16,1,2025,11,1,16,20,58,40,0,1,0,0,0,1
120,1004,11,0,0,0,11,0,2025,11,1,16,38,46,40,0,1,0,0,0,1
121,1004,13,0,0,0,13,0,2025,11,1,16,56,43,40,0,1,0,0,0,1
122,1004,14,0,0,0,14,1,2025,11,1,17,14,41,40,0,1,0,0,0,1
123,1004,14,0,0,0,14,0,2025,11,1,17,32,29,40,0,1,0,0,0,1
124,1004,18,0,0,0,18,1,2025,11,1,17,50,23,40,0,1,0,0,0,1
125,1004,17,1,0,0,18,1,2025,11,1,18,8,12,40,0,1,0,0,1,0
126,1004,12,0,0,0,12,0,2025,11,1,18,27,2,40,0,1,0,0,1,0
127,1004,14,0,0,0,14,1,2025,11,1,18,44,57,40,0,1,0,0,1,0
128,1004,10,0,0,0,10,0,2025,11,1,19,2,44,40,0,1,0,0,1,0
129,1004,7,0,0,0,7,0,2025,11,1,19,37,20,40,0,1,0,0,1,0
130,1004,4,0,0,0,4,0,2025,11,2,10,16,51,40,0,1,0,1,0,0
131,1004,13,0,0,0,13,0,2025,11,2,10,34,35,40,0,1,0,1,0,0
132,1004,10,0,0,0,10,0,2025,11,2,10,52,29,40,0,1,0,1,0,0
133,1004,9,0,0,0,9,0,2025,11,2,11,10,12,40,0,1,0,1,0,0
134,1004,9,0,0,0,9,0,2025,11,2,11,28,11,40,0,1,0,1,0,0
135,1004,10,0,0,0,10,0,2025,11,2,12,11,26,40,0,1,0,0,0,1
136,1004,7,0,0,0,7,0,2025,11,2,12,29,12,40,0,1,0,0,0,1
137,1004,10,0,0,0,10,0,2025,11,2,12,47,2,40,0,1,0,0,0,1
138,1004,13,0,0,0,13,0,2025,11,2,13,4,45,40,0,1,0,0,0,1
139,1004,11,0,0,0,11,0,2025,11,2,13,22,24,40,0,1,0,0,0,1
140,1004,11,1,0,0,12,0,2025,11,2,13,40,4,40,0,1,0,0,0,1
141,1004,15,0,0,0,15,0,2025,11,2,13,57,42,40,0,1,0,0,0,1
142,1004,12,1,0,0,13,0,2025,11,2,14,15,20,40,0,1,0,0,0,1
143,1004,12,0,0,0,12,0,2025,11,2,14,32,57,40,0,1,0,0,0,1
144,1004,13,0,0,0,13,0,2025,11,2,14,50,33,40,0,1,0,0,0,1
145,1004,8,0,0,0,8,0,2025,11,2,15,51,5,40,0,1,0,0,0,1
146,1004,3,0,0,0,3,0,2025,11,2,16,8,43,40,0,1,0,0,0,1
147,1004,10,0,0,0,10,0,2025,11,2,16,26,22,40,0,1,0,0,0,1
148,1004,8,0,0,0,8,0,2025,11,2,16,44,2,40,0,1,0,0,0,1
149,1004,17,0,0,0,17,2,2025,11,3,8,9,18,40,0,1,0,1,0,0
150,1004,20,0,0,0,20,1,2025,11,3,8,26,55,40,0,1,0,1,0,0
151,1004,16,1,0,0,17,1,2025,11,3,8,44,33,40,0,1,0,1,0,0
152,1004,16,0,0,0,16,1,2025,11,3,9,2,10,40,0,1,0,1,0,0
153,1004,17,3,0,0,20,1,2025,11,3,9,19,46,40,0,1,0,1,0,0
154,1004,24,1,0,0,25,2,2025,11,3,9,37,24,40,0,1,0,1,0,0
155,1004,22,0,0,0,22,1,2025,11,4,8,9,36,40,0,1,0,1,0,0
156,1004,23,0,0,0,23,1,2025,11,4,8,27,12,40,0,1,0,1,0,0
157,1004,19,2,0,0,21,1,2025,11,4,8,44,48,40,0,1,0,1,0,0
158,1004,19,2,0,0,21,1,2025,11,4,9,2,24,40,0,1,0,1,0,0
159,1004,23,0,0,0,23,1,2025,11,4,9,20,1,40,0,1,0,1,0,0
160,1004,17,0,0,0,17,1,2025,11,4,9,37,41,40,0,1,0,1,0,0
161,1004,9,2,0,0,11,1,2025,11,4,12,8,53,40,0,1,0,0,0,1
162,1004,10,1,0,0,11,1,2025,11,4,12,37,15,40,0,1,0,0,0,1
163,1004,12,1,0,0,13,1,2025,11,4,12,54,55,40,0,1,0,0,0,1
164,1004,12,1,0,0,13,1,2025,11,4,13,4,21,40,0,1,0,0,0,1
165,1004,19,1,0,0,20,2,2025,11,4,13,22,0,40,0,1,0,0,0,1
166,1004,22,3,0,0,25,1,2025,11,4,13,39,40,40,0,1,0,0,0,1
167,1004,26,2,0,0,28,1,2025,11,4,14,34,1,40,0,1,0,0,0,1
168,1004,26,1,0,0,27,1,2025,11,4,14,51,41,40,0,1,0,0,0,1
169,1004,24,3,0,0,27,1,2025,11,4,15,9,26,40,0,1,0,0,0,1
170,1004,22,1,0,0,23,1,2025,11,4,15,27,11,40,0,1,0,0,0,1
171,1004,29,1,0,0,30,1,2025,11,4,15,45,12,40,0,1,0,0,0,1
172,1004,30,1,1,0,32,2,2025,11,4,16,2,53,40,0,1,0,0,0,1
173,1004,20,0,0,0,20,1,2025,11,4,18,0,9,40,0,1,0,0,1,0
174,1004,13,1,1,0,15,1,2025,11,4,18,17,46,40,0,1,0,0,1,0
175,1004,15,0,0,0,15,1,2025,11,4,18,35,24,40,0,1,0,0,1,0
176,1004,7,0,0,0,7,0,2025,11,4,18,53,3,40,0,1,0,0,1,0
177,1004,9,0,0,0,9,0,2025,11,4,19,10,40,40,0,1,0,0,1,0
178,1004,5,0,0,0,5,0,2025,11,4,19,28,19,40,0,1,0,0,1,0
179,1004,12,0,0,0,12,0,2025,11,4,19,45,58,40,0,1,0,0,1,0
180,1004,24,0,0,0,24,1,2025,11,4,20,3,34,40,0,1,0,0,1,0
181,1004,18,2,1,0,21,1,2025,11,4,20,21,10,40,0,1,0,0,1,0
182,1004,12,1,0,0,13,0,2025,11,4,20,38,49,40,0,1,0,0,1,0
183,1004,16,1,0,0,17,0,2025,11,5,7,51,24,40,0,1,0,1,0,0
184,1004,17,0,0,0,17,0,2025,11,5,8,9,0,40,0,1,0,1,0,0
185,1004,23,3,1,0,27,1,2025,11,5,8,26,38,40,0,1,0,1,0,0
186,1004,14,3,0,0,17,1,2025,11,5,8,44,13,40,0,1,0,1,0,0
187,1004,18,1,0,0,19,1,2025,11,5,9,1,50,40,0,1,0,1,0,0
188,1004,20,2,1,0,23,1,2025,11,5,9,19,26,40,0,1,0,1,0,0
189,1004,20,0,0,0,20,1,2025,11,5,9,37,3,40,0,1,0,1,0,0
190,1004,16,0,0,0,16,1,2025,11,5,9,54,40,40,0,1,0,1,0,0
191,1004,19,2,0,0,21,0,2025,11,5,10,12,16,40,0,1,0,1,0,0
192,1004,13,1,0,0,14,0,2025,11,5,10,29,54,40,0,1,0,1,0,0
193,1004,18,1,0,0,19,0,2025,11,5,10,47,30,40,0,1,0,1,0,0
194,1004,14,2,0,0,16,0,2025,11,5,12,44,9,40,0,1,0,0,0,1
195,1004,14,1,0,0,15,1,2025,11,5,13,1,49,40,0,1,0,0,0,1
196,1004,13,3,0,0,16,0,2025,11,5,13,19,29,40,0,1,0,0,0,1
197,1004,18,3,0,0,21,1,2025,11,5,13,37,10,40,0,1,0,0,0,1
198,1004,10,4,0,0,14,0,2025,11,5,13,54,53,40,0,1,0,0,0,1
199,1004,19,2,0,0,21,1,2025,11,5,14,46,45,40,0,1,0,0,0,1
200,1004,13,2,0,0,15,0,2025,11,5,15,4,24,40,0,1,0,0,0,1
201,1004,20,1,0,0,21,1,2025,11,5,15,22,4,40,0,1,0,0,0,1
202,1004,18,1,0,0,19,1,2025,11,5,15,39,46,40,0,1,0,0,0,1
203,1004,11,4,0,0,15,0,2025,11,5,15,57,29,40,0,1,0,0,0,1
204,1004,19,0,0,0,19,1,2025,11,6,7,50,50,40,0,1,0,1,0,0
205,1004,22,1,0,0,23,1,2025,11,6,8,8,31,40,0,1,0,1,0,0
206,1004,14,2,0,0,16,1,2025,11,6,8,26,16,40,0,1,0,1,0,0
207,1004,14,0,0,0,14,1,2025,11,6,8,44,45,40,0,1,0,1,0,0
208,1004,22,2,1,0,25,1,2025,11,6,9,2,28,40,0,1,0,1,0,0
209,1004,17,2,0,0,19,1,2025,11,6,9,20,9,40,0,1,0,1,0,0
210,1004,11,3,0,0,14,0,2025,11,6,9,37,50,40,0,1,0,1,0,0
211,1004,10,3,0,0,13,1,2025,11,6,9,55,38,40,0,1,0,1,0,0
212,1004,6,1,0,0,7,0,2025,11,6,10,13,29,40,0,1,0,1,0,0
213,1004,13,0,0,0,13,0,2025,11,6,10,31,17,40,0,1,0,1,0,0
214,1004,13,0,0,0,13,0,2025,11,6,12,31,8,40,0,1,0,0,0,1
215,1004,16,3,0,0,19,1,2025,11,6,12,48,48,40,0,1,0,0,0,1
216,1004,21,5,1,0,27,1,2025,11,6,13,6,29,40,0,1,0,0,0,1
217,1004,14,2,0,0,16,1,2025,11,6,13,39,48,40,0,1,0,0,0,1
218,1004,17,4,0,0,21,1,2025,11,6,13,57,31,40,0,1,0,0,0,1
219,1004,12,4,0,0,16,1,2025,11,7,9,38,43,40,0,1,0,1,0,0
220,1004,11,2,0,0,13,1,2025,11,7,10,13,59,40,0,1,0,1,0,0
221,1004,8,1,1,0,10,0,2025,11,7,10,31,38,40,0,1,0,1,0,0
222,1004,19,2,0,0,21,1,2025,11,7,13,14,29,40,0,1,0,0,0,1
223,1004,5,0,0,0,5,0,2025,11,7,13,32,8,40,0,1,0,0,0,1
224,1004,18,0,0,0,18,1,2025,11,7,13,49,47,40,0,1,0,0,0,1
225,1004,21,0,0,0,21,1,2025,11,7,15,37,21,40,0,1,0,0,0,1
226,1004,21,1,0,0,22,2,2025,11,7,15,55,3,40,0,1,0,0,0,1
227,1004,5,1,0,0,6,0,2025,11,8,7,54,51,40,0,1,0,1,0,0
228,1004,10,0,0,0,10,0,2025,11,8,8,12,31,40,0,1,0,1,0,0
229,1004,5,0,0,0,5,0,2025,11,8,8,30,11,40,0,1,0,1,0,0
230,1004,11,0,0,0,11,0,2025,11,8,8,47,48,40,0,1,0,1,0,0
231,1004,10,1,0,0,11,0,2025,11,8,9,52,27,40,0,1,0,1,0,0
232,1004,9,1,1,0,11,1,2025,11,8,10,31,54,40,0,1,0,1,0,0
233,1004,18,0,0,0,18,1,2025,11,8,10,49,31,40,0,1,0,1,0,0
234,1004,11,0,0,0,11,0,2025,11,8,11,7,9,40,0,1,0,1,0,0
235,1004,12,1,0,0,13,0,2025,11,8,11,24,49,40,0,1,0,1,0,0
236,1004,14,0,0,0,14,1,2025,11,8,11,42,28,40,0,1,0,1,0,0
237,1004,10,1,0,0,11,0,2025,11,8,12,0,9,40,0,1,0,0,0,1
238,1004,13,1,0,0,14,0,2025,11,8,12,17,44,40,0,1,0,0,0,1
239,1004,14,0,0,0,14,1,2025,11,8,12,35,19,40,0,1,0,0,0,1
240,1004,14,0,0,0,14,1,2025,11,8,12,52,56,40,0,1,0,0,0,1
241,1004,19,0,0,0,19,1,2025,11,8,13,10,33,40,0,1,0,0,0,1
242,1004,17,1,0,0,18,0,2025,11,8,13,28,9,40,0,1,0,0,0,1
243,1004,19,1,0,0,20,1,2025,11,8,13,45,47,40,0,1,0,0,0,1
244,1004,14,0,0,0,14,1,2025,11,8,14,3,24,40,0,1,0,0,0,1
245,1004,12,0,0,0,12,1,2025,11,8,14,21,1,40,0,1,0,0,0,1
246,1004,9,0,0,0,9,1,2025,11,8,14,38,37,40,0,1,0,0,0,1
247,1004,7,0,0,0,7,0,2025,11,8,15,34,22,40,0,1,0,0,0,1
248,1004,7,0,0,0,7,0,2025,11,8,15,52,0,40,0,1,0,0,0,1
249,1004,5,0,0,0,5,1,2025,11,8,16,9,40,40,0,1,0,0,0,1
250,1004,3,0,0,0,3,0,2025,11,8,16,27,20,40,0,1,0,0,0,1
251,1004,0,0,0,0,0,0,2025,11,8,16,45,0,40,0,1,0,0,0,1
252,1004,6,0,0,0,6,1,2025,11,8,17,2,37,40,0,1,0,0,0,1
253,1004,12,0,0,0,12,1,2025,11,8,18,55,25,40,0,1,0,0,1,0
254,1004,10,0,0,0,10,1,2025,11,8,19,13,4,40,0,1,0,0,1,0
255,1004,4,1,0,0,5,1,2025,11,8,19,30,43,40,0,1,0,0,1,0
256,1004,6,0,0,0,6,1,2025,11,8,19,48,19,40,0,1,0,0,1,0
257,1004,1,0,0,0,1,0,2025,11,9,8,29,49,40,0,1,0,1,0,0
258,1004,1,0,0,0,1,0,2025,11,9,8,47,26,40,0,1,0,1,0,0
259,1004,4,0,0,0,4,0,2025,11,9,9,5,3,40,0,1,0,1,0,0
260,1004,5,0,0,0,5,0,2025,11,9,9,22,40,40,0,1,0,1,0,0
261,1004,6,1,1,0,8,0,2025,11,9,9,40,18,40,0,1,0,1,0,0
262,1004,8,0,0,0,8,0,2025,11,9,9,57,57,40,0,1,0,1,0,0
263,1004,6,0,0,0,6,0,2025,11,9,10,15,36,40,0,1,0,1,0,0
264,1004,7,0,0,0,7,0,2025,11,9,10,33,13,40,0,1,0,1,0,0
265,1004,11,0,0,0,11,0,2025,11,9,10,50,49,40,0,1,0,1,0,0
266,1004,6,0,0,0,6,0,2025,11,9,11,8,25,40,0,1,0,1,0,0
267,1004,15,0,0,0,15,0,2025,11,9,11,26,3,40,0,1,0,1,0,0
268,1004,11,0,0,0,11,0,2025,11,9,11,43,48,40,0,1,0,1,0,0
269,1004,9,0,0,0,9,0,2025,11,9,12,1,26,40,0,1,0,0,0,1
270,1004,9,0,0,0,9,0,2025,11,9,12,19,4,40,0,1,0,0,0,1
271,1004,11,0,0,0,11,0,2025,11,9,12,36,43,40,0,1,0,0,0,1
272,1004,6,0,0,0,6,0,2025,11,9,12,54,24,40,0,1,0,0,0,1
273,1004,4,0,0,0,4,0,2025,11,9,15,20,17,40,0,1,0,0,0,1
274,1004,7,0,0,0,7,0,2025,11,9,15,37,56,40,0,1,0,0,0,1
275,1004,4,0,0,0,4,0,2025,11,9,15,55,36,40,0,1,0,0,0,1
276,1004,5,0,0,0,5,0,2025,11,9,16,13,15,40,0,1,0,0,0,1
277,1004,7,0,0,0,7,0,2025,11,9,16,30,55,40,0,1,0,0,0,1
278,1004,11,0,0,0,11,0,2025,11,9,16,48,31,40,0,1,0,0,0,1
279,1004,8,0,0,0,8,0,2025,11,9,17,6,7,40,0,1,0,0,0,1
280,1004,7,0,0,0,7,0,2025,11,9,17,23,46,40,0,1,0,0,0,1
281,1004,10,0,0,0,10,0,2025,11,9,17,41,24,40,0,1,0,0,0,1
282,1004,2,0,1,0,3,1,2025,11,9,17,59,4,40,0,1,0,0,0,1
283,1004,8,0,0,0,8,0,2025,11,9,18,16,41,40,0,1,0,0,1,0
284,1004,9,0,0,0,9,0,2025,11,9,18,34,19,40,0,1,0,0,1,0
285,1004,22,0,0,0,22,1,2025,11,9,18,51,56,40,0,1,0,0,1,0
286,1004,14,2,0,0,16,1,2025,11,9,19,9,33,40,0,1,0,0,1,0
287,1004,16,0,0,0,16,1,2025,11,9,19,27,10,40,0,1,0,0,1,0
288,1004,18,0,0,0,18,1,2025,11,9,19,44,47,40,0,1,0,0,1,0
289,1004,17,1,0,0,18,1,2025,11,11,7,59,36,40,0,1,0,1,0,0
290,1004,20,1,0,0,21,1,2025,11,11,8,17,10,40,0,1,0,1,0,0
291,1004,19,0,0,0,19,1,2025,11,11,8,34,44,40,0,1,0,1,0,0
292,1004,15,0,0,0,15,1,2025,11,11,8,52,20,40,0,1,0,1,0,0
293,1004,22,0,1,0,23,1,2025,11,11,9,9,55,40,0,1,0,1,0,0
294,1004,20,1,0,0,21,1,2025,11,11,9,27,32,40,0,1,0,1,0,0
295,1004,18,1,0,0,19,1,2025,11,11,14,34,53,40,0,1,0,0,0,1
296,1004,26,2,0,0,28,1,2025,11,11,14,52,32,40,0,1,0,0,0,1
297,1004,22,1,0,0,23,1,2025,11,11,15,10,12,40,0,1,0,0,0,1
298,1004,27,0,0,0,27,1,2025,11,11,15,27,53,40,0,1,0,0,0,1
299,1004,18,4,0,0,22,1,2025,11,11,15,45,37,40,0,1,0,0,0,1
300,1004,25,3,0,0,28,1,2025,11,11,16,3,15,40,0,1,0,0,0,1
301,1004,20,0,0,0,20,1,2025,11,11,17,48,0,40,0,1,0,0,0,1
302,1004,18,0,0,0,18,1,2025,11,11,18,5,37,40,0,1,0,0,1,0
303,1004,21,1,0,0,22,1,2025,11,11,18,23,12,40,0,1,0,0,1,0
304,1004,20,0,0,0,20,1,2025,11,11,18,40,50,40,0,1,0,0,1,0
305,1004,23,3,0,0,26,1,2025,11,12,8,37,16,40,0,1,0,1,0,0
306,1004,20,3,0,0,23,1,2025,11,12,8,55,0,40,0,1,0,1,0,0
307,1004,25,0,0,0,25,1,2025,11,12,9,12,43,40,0,1,0,1,0,0
308,1004,11,0,0,0,11,1,2025,11,12,9,30,36,40,0,1,0,1,0,0
309,1004,8,2,0,0,10,0,2025,11,12,12,35,13,40,0,1,0,0,0,1
310,1004,24,5,1,0,30,1,2025,11,14,9,7,15,40,0,1,0,1,0,0
311,1004,27,2,0,0,29,1,2025,11,14,9,24,54,40,0,1,0,1,0,0
312,1004,21,2,0,0,23,1,2025,11,14,9,42,36,40,0,1,0,1,0,0
313,1004,16,2,0,0,18,1,2025,11,14,10,0,14,40,0,1,0,1,0,0
314,1004,18,5,0,0,23,1,2025,11,14,10,17,52,40,0,1,0,1,0,0
315,1004,25,2,0,0,27,1,2025,11,14,10,35,34,40,0,1,0,1,0,0
